field_1,Name,Hanzi,Polity,location,Latitude,Longitude,field_8,field_9,field_10
,Xianqiu,咸丘,Lu,"S of Juye Co 巨野縣, Shandong",35.3963299,116.09495,Huan 7.1(C),,
,Xianyu,獻于,Zheng,Unk,40.7011879,-99.1014292,Xiang 18.4,,
,Xianyu,鮮虞,Dom of non-Sinitic origin,"Modern Zhengding Co 正定縣,",38.1461899,114.57109,"Hebei. Zhao 12.10(C),12.7, 13.4, 15.5(C), 15.5, 21.8, 22.4; Ding 4.12(C), 3.2, 5.6(C), 5.8; Ai 1.5, 4.3, 6.2(C), 6.1. See map 1.",,
,Xiao . .,霄,Lu,"In Ju Co 莒縣, Shandong.",35.5799699,118.83687,Ding 14.15(C),,
,Xiao,蕭,Song,"NW of Xiao Co 蕭縣, Anhui",34.18835,116.94153,"Zhuang 12.1; Xi 30.5(C); Wen 10.6, 14.12; Xiang 10.6; Zhao 11.10; Ding 11.1(C), 11.3(C), 11.1, 14.12(C); Ai 12.6. See map 2.",,
,Xiaobie  (mountain). . .,小別,Chu,Unk,40.7011879,-99.1014292,Ding 4.3,,
,Xiaogu,小穀,Qi,"Dong’e Co 東阿縣, Shandong",36.3350299,116.24773,"Zhuang 32.1(C), 32.1",,
,Xiaoyu,蕭魚,Zheng,"Xuchang City 許昌市, Henan",34.0356999,113.85233,"Xiang 11.8(C), 22.2",,
,Xiayang,下陽,Guo,"In Pinglu Co 平陸縣, Shanxi",34.8369158,111.201448,Xi 2.3(C),,
,Xiazhou,夏州,Chu,N of Hanyang Co 漢陽縣,30.48144207,113.9908143,Xuan 11.5,,
,Xicheng,隰郕,"Zhou, later taken by Zheng","In Wushe Co 武涉縣, Henan",34.7657099,113.75322,Yin 11.5.,,
,Xincheng,新城 (1),Jin,Alternative name for Quwo 曲沃,35.6410499,111.4757,Unk. Xi 4.6,,
,Xincheng,新城 (2),Song,"P SW of Shangqiu City 商丘市, Henan.",34.4142699,115.65635,"Wen 14.4(C), 14.5, 15.7, 15.9. Du Yu believes that Xincheng mentioned in Wen 14.4(C) is in Song, but Wang Fuzhi argues that this may just be Xincheng in Zheng",,
,Xincheng,新城 (3),Zheng,"SE of Mi Co 密縣, Henan",34.5395199,113.39044,"Xi 6.2(C), 6.2",,
,Xinchu,新楚,Qin,"In former Chaoyi Co 朝邑縣, Shaanxi",34.2648599,108.95424,Cheng 13.3,,
,Xing . .,杏 (1),Qi,"S of Chiping Co 茌平縣, Shandong.",36.5507,116.26215,Ding 9.4; Ai 15.4.,,
,Xing,杏 (2),Zhou,"N of Nanyu Co 南禹縣, Henan",34.7657099,113.75322,Zhao 24.5,,
,Xing,邢 (1),Dom,"Modern Xingtai City 邢臺市, Xingtai Co 邢臺縣, Hebei",37.0862699,114.54489,Yin 4.6. See map 2.,,
,Xing . . .,邢 (2),Jin,Unk,40.7011879,-99.1014292,Xiang 26.10; Ai 4.3,,
,Xing,陘 (1),Chu,"N area of Yingshan Co 應山縣, Hubei",30.7351799,115.68143,"Xi 4.1(C), 4.1",,
,Xing,陘 (3),Zhou,"NW of Qinyang Co 沁陽縣, Henan",35.0875999,112.9506,Yin 11.5,,
,Xing Marsh,滎澤,Zheng,"E of Xingyang Co 熒陽縣, Henan",34.7876199,113.38349,Min 2.5; Xuan 12.2; Cheng 16.5,,
,Xingqiu,邢丘,Jin,"NE of Wen Co 溫縣, Henan",34.9402299,113.08057,"Xuan 6.3; Xiang 8.4(C), 8.4, 8.7; Zhao 5.2",,
,Xingting,陘庭,Jin,"SE of Yicheng Co 翼城縣, Shanxi",35.7382299,111.71836,"Huan 2.8, 3.1",,
,Xingting,熒庭,Jin,"S of Yicheng Co 翼城縣, Shanxi",35.7382299,111.71836,Xiang 23.4,,
,Xingxi,陘隰,Chu,"E of Jiangling Co 江陵縣, Hubei",30.04166,112.42398,Wen 16.4,,
,Xinli,新里 (1),Qin,"NE of Chengcheng Co 澄城縣, Shaanxi",35.1902399,109.93226,Xi 18.5,,
,Xinli,新里 (2),Song,"Outskirts of cap P, E of Kaifeng City 開封市, Henan.",34.7569999,114.44136,Zhao 21.6.,,
,Xinshi,新石,Chu,"In Ye Co 葉縣, Henan",33.6268299,113.35737,Cheng 15.3,,
,Xintian,新田,Jin,"First name of area to which cap was moved Near Houma City 侯馬市, Shanxi.",35.6190799,111.37213,Cheng 6.5.,,
,Xiu Marsh,脩澤,Zheng,"SW of Yuanyang Co 原陽縣, Henan",35.052761,113.967907,Cheng 10.3,,
,Xiwei,西闈,Zhou,"In Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 23.3,,
,Xiyang,戲陽,Jin,"N of Neihuang Co 内黃縣, Henan",35.9471399,114.8993599,Zhao 9.5,,
,Xiyang,昔陽,Wei,"W of Jin Co 晉縣, Hebei",38.0359899,114.46979,"Zhao 12.7, 22.4",,
,Xizhou,息舟,Chu,Unk,40.7011879,-99.1014292,Zhao 13.2,,
,Xu,徐 (1),Dom,"NW of Sishui Co 泗水縣, Anhui",35.6647099,117.25216,Zhuang 26.4(C); Xi 3.3(C),,
,Xu,徐 (2),Ancient dom,"Near Hongze Lake 洪澤湖, S of Sihong Co 泗洪縣, Jiangsu",33.2943299,118.8735,Zhao 1.2. See map 4.,,
,Xu . .,虛 (1),Jin,"In Yanshi Co 偃師縣, Henan.",34.7264684,112.76553,Cheng 17.1,,
,Xu,虛 (2),Song,"E of Yanjin Co 延津縣, Henan",35.1419399,114.20515,"Huan 12.5(C), 12.2",,
,"Xu? . , .",許,CN Ji 姬 Dom,"First cap, E of modern Xuchang City 許昌市, Henan.",34.0356999,113.85233,Yin 11.3(C) et passim. See map 4.,,
,"Xu?, lands of, . .",許田,Lu,"S of Xuchang City 許昌市, Henan.",34.1259599,113.82272,Yin 8.2.,,
,Xuan,選,Chu,"Zhijiang Co 枝江縣, Hubei",30.53796,111.56531,Wen 16.4,,
,Xucheng,虛朾,Song,Unk,40.7011879,-99.1014292,"Cheng 18.14(C), 18.14",,
,Xue,薛 (1),Lu,Unk,40.7011879,-99.1014292,"Zhuang 31.2(C); Xiang 5.7(C), 5.11(C), 9.5(C), 10.1(C), 10.7(C), 11.4(C), 11.8(C), 16.2(C), 18.4(C), 20.2(C), 22.4(C), 24.8(C), 25.3(C); Zhao 13.4(C); Ding 4.2(C). See map 2.",,
,Xue .,薛 (2),"Dom, CN Ren 任.","S of Teng Co 滕縣, Shandong.",35.084021,117.164388,Yin 11.1,,
,Xuge . . Also known as Changge .,繻葛 / 長葛,Zheng,"NE of Changge Co 長葛縣, Henan.",34.2167199,113.76827,Huan 5.3.,,
,Xuguan  (pass). .,徐關,Qi,"SW of Zibo City 淄博市, Shandong.",36.85888,118.07612,"Cheng 2.3, 17.9.",,
,Xumi,胥靡,Zhou,"E of Yanshi Co 偃師縣, Henan",34.7276299,112.78965,"Xiang 18.4; Zhao 26.7; Ding 6.2, 6.5.",,
,Xuqu . .,須句,Dom,"SE of Dongping Co 東平縣, Shandong.",35.92246,116.43753,"Xi 21.4, 22.2(C), 22.1, 22.7; Wen 7.2(C), 7.2",,
,Xun,郇,Jin,"SW of Linyi Co 臨猗縣, Shanxi",35.1447099,110.77408,Xi 24.1; Cheng 6.5,,
,Xun,鄩,Zhou,"In Gong Co 鞏縣, Henan",34.7479799,113.02206,"Zhao 23.1, 23.3",,
,Xun Road,薰隧,Zheng,Outside Gui Gate 閨門,32.1196099,93.65507,"Unk. Zhao 1.9, 2.4",,
,Xuqiu,虛丘,Zhu,"In Fei Co 費縣, Shandong",35.278287,117.979969,Xi 1.5,,
,Xuwushi . . .,徐吾氏,Wei,Unk,40.7011879,-99.1014292,Cheng 1.1.,,
,Yan,偃,Zhu,"S of Fei Co 費縣, Shandong",35.278287,117.979969,"Xi 1.8(C), 1.5",,
,Yan,喦,Split between Zheng and Song,Unk,40.7011879,-99.1014292,"Ai 12.6, 13.1(C), 13.1",,
,Yan,燕 (1),Also known as Beiyan 北燕 (Northern Yan),"Dom, CN Ji 姬 Near Beijing City 北京市.",39.904211,116.407395,Zhuang 30.3. See map 1.,,
,Yān . Also known as Nanyan (Southern Yan).  ?,燕 (2) / 南燕,"Dom, CN Ji 姞.","Yanjin Co 延津縣, Henan.",35.1419399,114.20515,Yin 5.4,,
,Yan,閻,Zhou,"Near Luoyang City 洛陽市, Henan",34.6181299,112.45402,Zhao 9.3,,
,Yan . .,郔 (2),Zheng,"N of Zhengzhou City 鄭州市, Henan.",34.7472499,113.62493,"Xuan 3.2, 12.2",,
,Yan,鄢 (1),Chu,"SW of Yicheng Co 宜城縣, Hubei",31.70838,112.26705,"Zhao 4.4, 13.2",,
,Yan,鄢 (2),"Dom, later Zheng","N of Yanling Co 鄢陵縣, Henan",34.1023299,114.17739,"Yin 1.3(C), 1.4; Xiang 13.4; Zhao 5.4.",,
,Yan .,甗,Qi,"Near Jiyuan City 濟南市, Shandong.",36.6849204,117.0564108,"Xi 18.3(C), 18.3",,
,Yan River,鄢,Chu,Modern Man River 蠻河,31.663274,111.98877,Huan 13.1,,
,Yang,揚,Zhou,"Not far from Yanshi Co 偃師縣, Henan",34.7264684,112.76553,Xi 22.3; Zhao 22.5,,
,Yang,陽 (1),Dom,"SW of Yishui Co 沂水縣, Shandong",35.7903399,118.62782,Min 2.1(C),,
,Yang,陽 (2),Yan,"Between Dacheng Co 大城縣 and Wen’an Co 文安縣, Hebei",38.784524,116.582115,Zhao 12.1(C).,,
,Yang .,楊,,"Dom. SE of Hongdong Co 洪洞縣, Shanxi. See also Yangshi 楊氏.",36.2537399,111.67496,Xiang 29.11.,,
,Yang . .,養,Chu,"SE of Shenqiu Co 沈丘縣, Henan.",33.4093999,115.09856,Zhao 30.3,,
,Yangcheng  (mountain).,陽城,,"Modern Chengshanling 城山嶺, SE of Dengfeng Co 登封縣, Henan.",34.45488,113.01869,Zhao 4.1.,,
,"Yangfan . ,",陽樊,Zhou,"Fan 樊. SE of Jiyuan Co 濟源縣, Henan.",35.0745099,112.60383,Xi 25.2; Cheng 11.5.,,
,Yanggu,陽穀,Qi,"N of Yanggu Co 陽谷縣, Shandong",36.1144699,115.7913099,"Xi 3.5(C), 3.2, 3.3, 11.2(C); Wen 16.1(C), 16.1; Xuan 18.1; Zhao 29.3; Ai 21.2",,
,Yangguan,陽關,Lu,"On border of Lu and Qi S and slightly E of Tai’an Co 泰安縣, Shandong.",36.1999399,117.0884,"Xiang 17.3; Ding 7.2, 8.10, 9.3",,
,Yangjiao,羊角,Wei,"NW of Yuncheng Co 鄆城縣, Shandong",35.4139399,115.83012,Xiang 26.14,,
,Yangliang,楊梁 / 揚梁,Song,"SE of Shangqiu Co 商丘縣, Henan",34.557344,115.621216,Xiang 16.3,,
,Yangling,陽陵,Zheng,"NW of Xuchang Co 許昌縣, Henan",34.1259599,113.82272,Xiang 10.11,,
,Yangqiao,陽橋,Lu/Qi,"NW of Tai’an Co 泰安縣, Shandong",35.808738,117.623943,"Cheng 2.6, 2.8",,
,Yangqiu . . .,陽丘,Chu,Unk,40.7011879,-99.1014292,Wen 16.4.,,
,Yangxue,鍚穴,Wei,"E of Baihe Co 白河縣, Shaanxi",32.80651,110.11808,Wen 11.1,,
,Yangzhou,陽州,Lu/Qi,"N area of Dongping Co 東平縣, Shandong",35.92246,116.43753,"Xiang 31.2; Zhao 25.5(C), 25.6; Ding 8.1, 8.5.",,
,Yanling .,延陵,,"Dom. Near Changzhou City 常州市, Jiangsu.",31.8107199,119.97365,Xiang 31.9,,
,Yanling,鄢陵 (1),Ju,"In Linshu Co 臨沭縣, Shandong",34.9198499,118.65063,Wen 7.7,,
,Yao . .,要,Zhou,"In Xin’an Co 新安縣, Henan.",34.82874,112.1111,Zhao 22.5,,
,Yao,洮,Cao,"SW of Juancheng Co 鄄城縣, Shandong",35.54971,115.59926,"Xi 8.1(C), 8.1, 31.1; Ding 14.8(C), 14.7",,
,Yao,殽,Jin,"NW of Luoning Co 洛寧縣, Henan",34.38757,111.68666,"Xi 32.3, 33.3; Wen 1.9, 2.1, 3.4, 14.10; Cheng 13.3; Xiang 14.1. See map 3",,
,Yefu,冶父,Chu,"Jiangling City 江陵市, Hubei",30.04166,112.42398,Huan 13.1,,
,Yejing,野井,Qi,"SE of Qihe Co 齊河縣, Shandong",36.7949199,116.76002,"Zhao 25.5, 25.6",,
,"Yellow River, East Bank . . .",河東,Jin,E bank of Yellow River 黃河,36.519334,116.610556,"Xi 15.8, 17.2; Cheng 11.9.",,
,Yewang . .,野王,Jin,"Area governed by Qinyang Co 沁陽縣, Henan.",35.0875999,112.9506,Xuan 17.1.,,
,Yi,夷 (1),"Chen, later Chu","SE of Bo Co 亳縣, Anhui",31.8615699,117.28565,"Xiang 1.2; Zhao 9.2(C), 9.2, 30.3, 31.4",,
,Yi,夷 (2),Dom,"Old Zhuangwu 壯武, W of Jimo Co 即墨縣, Shandong",36.38033,120.38421,Yin 1.6; Min 2.3,,
,Yi,夷 (3),"Lu, near Gengzong 庚宗","E of Xishui Co 泗水縣, Shandong",35.6647099,117.25216,Ai 8.2,,
,Yi,夷 (5),"Zhou, later Jin",Unk,40.7011879,-99.1014292,"Zhuang 16.6; Wen 6.1, 6.8, 8.7; Zhao 19.5",,
,Yi,沂,Chu,"In Zhengyang Co 正陽縣, Henan",32.6007185,114.3957831,Xuan 11.3; Ding 5.5,,
,Yi,沂 (river) (1),Lu,"Flows from Yiyuan Co 沂源縣, Shandong, into Yellow River 黃河",36.0743699,118.43241,Xiang 18.3.,,
,Yi,沂 (river) (2).,,"Flows from NE of Zou Co鄒縣, Shandong, into the Si 泗.",35.2910599,117.13367,"Xiang 19.1; Zhao 25.6; Ai 2.1(C), 2.1.",,
,Yi . .,翼 (1),Zhu,"SW of Huang Co 黃縣, Shandong.",37.6434499,120.47872,Yin 1.11; Zhao 23.2,,
,Yi,翼 (2),Jin,"SE of Yicheng Co 翼城縣, Shanxi",35.7382299,111.71836,"Yin 5.2, 5.5, 6.2; Huan 2.8, 3.1, 8.1; Cheng 18.1.",,
,Yi . . .,繹,Zhu,Unk,40.7011879,-99.1014292,Wen 13.3; Ai 4.7,,
,Yili,儀栗,Zhou,Unk,40.7011879,-99.1014292,"Ding 7.1, 8.2",,
,Yin,尹,"Zhou, royal household","In Luoning Co 洛寧縣, Henan",34.38757,111.68666,Zhao 23.3,,
,Yin,陰,Zhou,"N of Mengjin Co 孟津縣, Henan Same place as Pingyin 平陰 (2).",34.8257301,112.4453496,Zhao 22.5,,
,Yinban,陰阪,Zheng,"W of Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xiang 9.6,,
,Yindi,陰地,Jin,"NE of Lushi Co 廬氏縣, Henan",33.7385399,112.90802,Xuan 2.2; Ai 4.2,,
,Ying,郢,"Chu, cap","Modern Jinancheng 紀南城, N of Jiangling Co 江陵縣, Hubei",30.04166,112.42398,"Xi 12.2; Wen 10.3, 14.10; Cheng 2.6; Xiang 14.11; Zhao 23.9, 24.9, 31.6; Ding 4.14(C), 4.3, 5.7, 6.4; Ai 4.2. See map 4.",,
,Ying . .,潁,Zhou,"E of Dengfeng Co 登封縣, Henan.",34.45488,113.01869,"Zhao 1.5, 9.3",,
,Ying  (river).,潁,,"Flows through Yu Co 禹縣, Henan.",34.7657099,113.75322,"Xuan 10.12; Xiang 10.11, 18.4.",,
,Ying . .,嬴,Qi,"NW of Laiwu Co 萊蕪縣, Shandong.",36.2546,117.75535,"Huan 3.1(C), 3.2; Ai 11.3, 15.4.",,
,Ying,應,"Dom, CN Ji 姬","E of Lushan Co 魯山縣, Henan",33.7385399,112.90802,Xi 24.2,,
,Yingqiu,英丘,Jin,Unk,40.7011879,-99.1014292,Ai 23.2,,
,Yingshi,英氏,"Dom, CN Yan 偃","Between Huoshan Co 霍山縣 and Jinzhai Co 金寨縣, Anhui",31.6818886,115.8773208,"Xi 17.1(C), 17.1",,
,Yingwei,潁尾,Chu,"Modern Zhengyangguan 正陽關, Anhui",32.48082,116.532135,Zhao 12.11,,
,Yinkou,陰口,"Zheng, N of Yinban 陰阪","W of Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xiang 9.6.,,
,Yinren . . .,陰人,Jin,Unk,40.7011879,-99.1014292,Ai 4.3,,
,Yiqiu,揖丘,Cao,"In Cao Co 曹縣, Shandong",36.6682599,117.02076,Ai 7.5,,
,Yique,伊闕 (mountain),Zhou,Unk,40.7011879,-99.1014292,Ding 8.8,,
,Yiyi,夷儀 (1),"Wei, later Jin",Unk,40.7011879,-99.1014292,"Xiang 24.7, 25.3, 25.4, 25.9, 25.15, 25.16, 26.2; Ding 9.4, 10.4; Ai 26.3.",,
,Yiyi . .,夷儀 (2),Xing,"W of Liaocheng Co 聊城縣, Shandong.",36.4625,115.87156,Min 2.9; Xi 1.3,,
,Yong,涌,Chu,"Modern Gangang Lake 乾港湖, SE of Jianli Co 監利縣, Hubei",29.5578799,113.20621,Zhuang 18.5.,,
,Yong .,庸,,"Dom. E of Zhushan Co 竹山縣, Hubei.",32.2246799,110.22879,"Wen 16.6(C), 16.4; Xuan 12.2",,
,Yong,雍 (1),Qin,"S of Fengxiang Co 鳳翔縣, Shaanxi",34.5211399,107.40076,Xi 13.4; Zhao 1.8. See map 3,,
,Yong,雍 (2),"Dom, CN Ji 姬","W of Xiuwu Co 修武縣, Henan",35.2236099,113.44776,Xi 24.2,,
,Yongdong,甬東 (mountain),Yue,"Modern Weng Mountain 翁山, Dinghai Co 定海縣, Zhejiang",29.99569,122.20179,Ai 22.2,,
,Yongliang,雍梁,Zheng,"NE of Yu Co 禹縣, Henan",34.7657099,113.75322,"Xiang 18.4, 30.10",,
,Yongpu,庸浦,Chu,"P, S of Wuwei Co 無為縣, Anhui",31.3187699,117.88726,Xiang 13.5,,
,Yongqiu,雍丘,Song,"Area governed by Qi Co 杞縣, Henan",34.5503399,114.78283,"Ai 9.2(C), 9.2",,
,Yongshi,雍澨,Chu,Lands next to a tributary of Tianmen River 天門河,30.6633899,113.16614,"Ding 4.3, 5.5.",,
,Yongyu  .,雍榆.,Jin,"SW of Jun Co 浚縣, Henan.",35.6761699,114.55078,"Xiang 23.9(C), 23.4",,
,You,幽,Song,"P, in Lankao Co 蘭考縣, Henan",34.814433,114.819486,"Zhuang 16.4(C), 27.2(C), 27.2",,
,You,鄾,"Dom, wiped out by Chu","Old city NE of former Xiangyang Co 襄陽縣, Hubei",32.2556131,112.2399219,Huan 9.2; Ai 18.2.,,
,Youge  .,有鬲.,Wei,"SE of Dezhou City 德州市, Shandong.",37.4354999,116.35927,Xiang 4.7,,
,Youqiu,幽丘,Song,"Xiao Co 蕭縣, Anhui",34.18835,116.94153,Cheng 18.5,,
,Youtang,郵棠,"Qi, Tang 棠","SE of Pingdu Co 平度縣, Shandong",36.8073,119.89291,Xiang 18.3,,
,Youyan,有閻,Wei,"Near Luoyang City 洛陽市, Henan",34.6181299,112.45402,Ding 4.1,,
,Yu,邘 (1),Cao,"In Dingjie Co 定界縣, Shandong",35.62126,116.46577,Ai 7.5,,
,Yu,邘 (2),Wu,"N of Yangzhou City 揚州市, Jiangsu",32.3935799,119.41269,Ai 9.5,,
,Yu,邘 (3),"Old Yu 邘 area, then Zheng, finally Zhou",Unk,40.7011879,-99.1014292,Yin 11.5,,
,Yu,邘 (4),"Dom, before Spring and Autumn period CN Ji 姬","Modern Yutai Town 邘臺鎮, NW of Qinyang Co 沁陽縣, Henan.",35.0875999,112.9506,Xi 24.2.,,
,Yu . .,盂 (1),Jin,"Yu Co 盂縣, Shanxi.",38.0857999,113.41238,Zhao 28.3,,
,Yu,盂 (2),Jin,"Modern Wu’eryu 吾兒峪 of Taihang Mountains 太行山, NE of Licheng Co 黎城縣, Shanxi",36.4661399,113.32171,Ai 4.3.,,
,Yu . .,盂 (3),Song,"Sui Co 睢縣, Henan.",34.4452599,115.0715299,"Xi 21.4(C), 21.3",,
,Yu,盂 (4),"Wei, E area",Unk,40.7011879,-99.1014292,Ding 14.8,,
,Yu,盂 (5),Zhou,Unk,40.7011879,-99.1014292,Ding 8.2,,
,Yu,魚,Wei,"P, E of Fengjie Co 奉節縣, Sichuan",30.6508899,104.07572,Wen 16.4,,
,Yu,圉 (1),Wei,"E area of Puyang Co 濮陽縣, Henan",35.5764999,115.26089,Xiang 26.3,,
,Yu,圉 (2),Zheng,"Modern Yu Town 圉鎮, S of Qi Co 杞縣, Henan",34.331124,114.712836,Zhao 5.4,,
,Yu,鄅,"Dom, CN Yun 妘","N of Linyi Co 臨沂縣, Shandong",35.1046499,118.3564599,"Wen 12.8(C), 12.7; Cheng 9.11(C), 9.10; Xiang 12.2(C), 12.1; Zhao 1.3(C), 1.8(C), 1.2, 1.11.",,
,Yu .,虞,"Dom, CN Ji 姬.","NE of Pinglu Co 平陸縣, Shanxi.",34.8369158,111.201448,Huan 10.2 et passim,,
,Yu Marsh,圉澤,Zhou,"Marsh located in E Yu 東圉 E of Luoyang City 洛陽市, Henan.",34.6181299,112.45402,Zhao 26.9.,,
,"Yuan . ,",原 (1),Zhou,"W Zhou 西周. NW of Jiyuan Co 濟源縣, Henan.",35.0745099,112.60383,Xi 24.2,,
,Yuanling . .,緣陵,Qǐ,"SE of Changle Co 長樂縣, Shandong.",36.7070199,118.82984,"Xi 14.1(C), 14.1.",,
,Yuanlou,袁婁,Qi,Unk,40.7011879,-99.1014292,Cheng 2.4(C),,
,Yuanpu,宛濮,Wei,"SW of Changyuan Co 長垣縣, Henan",35.0744299,114.7629,Xi 28.5; Ai 26.3,,
,Yuchang,玉暢,Split between Song and Zheng,Unk,40.7011879,-99.1014292,Ai 12.6,,
,Yue,越 (1),Wei,"In modern Cao Co 曹縣, Shandong",36.6682599,117.02076,"Huan 1.3(C), 1.2",,
,Yue,越 (2),Dom,"Cap Kuaiji 會稽 near modern-day Kuaiji Mountain 會稽山, Shaoxing Co 紹興縣, Zhejiang",30.124975,120.401721,Xuan 8.3 et passim. See map 1.,,
,Yueshi . . .,樂氏,Zheng,"Ford on the river. In Xinzheng Co 新鄭縣, Henan",34.39603,113.73097,Xiang 26.11,,
,Yulin,棫林 (1),Qin,"Modern Jingyang Co 涇陽縣, Shaanxi",34.55268,108.84587,Xiang 14.3,,
,Yulin,棫林 (2),Xu,"NE of Ye Co 葉縣, Henan",33.6268299,113.35737,Xiang 16.2,,
,Yuling,魚陵,Zheng,Unk,40.7011879,-99.1014292,Xiang 18.4,,
,Yulou,雩婁,Chu,"E of Shangcheng Co 商城縣 and N of Jinzhai Co 金寨縣, Anhui",31.6818886,115.8773208,Xiang 26.6; Zhao 5.8.,,
,Yun . .,鄆 (1),Lu,"NE of Yishui Co 沂水縣, Shandong.",35.7903399,118.62782,"Wen 12.8(C), 12.7; Cheng 9.11(C), 9.10; Xiang 12.2(C), 12.1; Zhao 1.3(C), 1.8(C), 1.2, 1.11",,
,Yun,鄆 (2),Lu,"E of Yuncheng Co 鄆城縣, Shandong",35.4139399,115.83012,"Cheng 4.8(C), 16.11; Zhao 25.8(C), 25.9, 26.2(C), 26.5(C), 26.1, 26.3, 27.2(C), 27.9(C), 27.1, 27.5, 29.1(C), 29.5(C), 29.1; Ding 6.7(C), 7.2, 10.5(C), 10.3. See map 2.",,
,Yun  . .,鄖 (1),"Dom, later Chu","P, near Anlu Co 安陸縣, Hubei.",31.2555399,113.68913,Huan 11.2; Zhao 14.5; Ding 4.3. See map 4,,
,Yun,鄖 (2),Que,"P, S of Ju Co 莒縣, Shandong",35.5799699,118.83687,"Ai 12.4(C), 12.4",,
,Yun,鄖 (3),Wei,Unk,40.7011879,-99.1014292,Ai 11.6,,
,Yunmeng Marshes,雲中,Chu,Unk,40.7011879,-99.1014292,"Ding 4.3, 5.7",,
,Yupi,魚陂,Chu,"NW of Tianmen Co 天門縣, Hubei",30.6633899,113.16614,Zhao 13.2,,
,Yuyang,圉陽,Chu,"S area of Chao Co 巢縣, Anhui",31.8615699,117.28565,Zhao 24.9,,
,Yuyuan . .,羽淵,,"Said to be NW of Donghai Co 東海縣, Jiangsu",34.54239,118.75303,Zhao 7.7.,,
,Yuyuqiu,於餘丘,Dom,"P, in Linyi Co 臨沂縣, Shandong",35.1046499,118.3564599,Zhuang 2.2(C),,
,Yuzhang  .,豫章.,Chu,"Area from Houqiu Co 霍丘縣, Anhui, passing through  Guangshan Co 光山縣 and Gushi Co 固始縣, Henan, up to the border of Yingshan Co 應山縣, Hebei.",32.33721,116.27533,"Zhao 6.9, 13.2, 24.9, 31.4; Ding 2.2, 4.3.",,
,Zeng,鄫 (1),Dom,"E of Zaozhuang 棗莊市, Shandong",34.8625414,117.5762714,Xi 15.8,,
,Zeng,鄫 (2),Zheng,"SE of Sui Co 睢縣, Henan",34.429664,115.080638,"Xiang 1.2, 1.3(C), 2.5",,
,Zengguan,繒關,Chu,"Fangcheng Co 方城縣, Henan",33.25990675,113.0429279,Ai 4.2,,
,Zeyi,澤邑,Zhou,"Diquan 狄泉, Luoyang 洛陽, Henan",34.6181299,112.45402,Zhao 23.1,,
,Zha,柤 (1),Chu,"N or Pei Co 邳縣, Jiangsu",34.3351999,118.01246,"Xiang 10.1(C), 10.1; Ai 6.7(C)",,
,Zha,溠 (river),Chu,"Fugong River 扶恭河, Sui Co 隨縣, Hubei",31.8537999,113.29995,Zhuang 4.1,,
,Zhai,祭,Zheng,"Near Zhengzhou 鄭州, Henan",34.7472499,113.62493,Yin 1.6(C); Cheng 4.5,,
,Zhanban,湛阪,Chu,"N of Pingdingshan City 平頂山市, Henan",33.7660899,113.19241,Xiang 16.3,,
,"Zhang . ,",鄣,Ji,"same place as Jizhang 紀鄣. N of Ganyu Co 贛榆縣, Jiangsu.",34.8423299,119.10629,Zhuang 30.3(C).,,
,Zhanghua Palace,章華,Chu,Unk,40.7011879,-99.1014292,Zhao 7.2,,
,Zhangshi,漳澨,Chu,"W of Jinmen Co 荊門縣, Hubei",30.95195,112.26979,Xuan 4.3,,
,Zhangzi,長子,Jin,"W of Zhangzi Co 長子縣, Shanxi",36.1222199,112.87795,Xiang 18.2,,
,Zhanran,旃然,Zheng,"S of Rongyang Co 榮陽縣, Henan",34.7876199,113.38349,Xiang 18.4,,
,Zhan Slope,展陂,Xu,"NW of Xuchang City 許昌市, Henan",34.1259599,113.82272,Cheng 4.5,,
,Zhaoge,朝歌,Wei,"Qi Co 淇縣, Henan",35.609104,114.193231,"Xiang 23.4, 25.3; Ding 13.6(C), 13.2, 14.6; Ai 1.7, 3.5",,
,Zhe,折,Que,Unk,40.7011879,-99.1014292,Huan 11.5,,
,Zhen,軫,"Dom, later Chu","Near Yingcheng Co 應城縣, Hubei",30.94371,113.55673,Huan 11.2,,
,Zheng,鄭,Dom CN Ji 姬,"From N of Hua Co 華縣, Shanxi, to Xinzheng Co 新鄭縣, Henan.",34.3960499,113.74161,Yin 1.3(C) et passim. See map 3,,
,Zhengye,烝野,Chu,"Xinye Co 新野縣, Henan",32.6266,112.39311,Xuan 4.3,,
,Zheqiu,赭丘,Song,Unk,40.7011879,-99.1014292,Zhao 21.6,,
,Zhi,制,Zheng,"Probably to be identified with Hulao 虎牢 Sishui Gongshe 泗水公社, Rongyang Co 榮陽縣, Henan.",34.7876199,113.38349,Ying 1.4; Xiang 10.10,,
,Zhi,泜 (river),Sha River 沙河,Unk,40.7011879,-99.1014292,Xi 33.10,,
,Zhi .,彘,,"Near Huo Co 霍縣, Shanxi.",36.5687698,111.7550647,Zhao 26.9.,,
,Zhiren,直人,Zhou,"Xin’an Co 新安縣, Henan",34.82874,112.1111,Zhao 23.3,,
,Zhitian,制田,Zheng,"NE of Xinzheng Co 新鄭縣, Henan",34.3960499,113.74161,Cheng 16.9,,
